country,party,name1,name2,name3,name4,name5,name6,election,vote_share,change,year,prime_minister_last,cabinet_party_last,election_id,enep1
Iceland,AF,AF,NA,NA,NA,NA,NA,1959,12.5,0,1959,0,0,NaN,3.4018792985784905
Iceland,AF,AF,NA,NA,NA,NA,NA,1959.1,15.2,0,1959.1,0,0,NaN,3.6638253264278724
Iceland,AF,AF,NA,NA,NA,NA,NA,1963,14.2,0,1963,0,0,379,3.370566862088009
Iceland,AF,AF,NA,NA,NA,NA,NA,1967,15.7,0,1967,0,0,318,3.6327772700936185
Iceland,AF,AF,NA,NA,NA,NA,NA,1971,10.5,0,1971,0,0,225,4.107791139325773
Iceland,AF,AF,NA,NA,NA,NA,NA,1974,9.1,0,1974,0,0,637,3.4695237064588857
Iceland,AF,AF,NA,NA,NA,NA,NA,1978,22,0,1978,0,0,275,4.207660613980636
Iceland,AF,AF,NA,NA,NA,NA,NA,1979,17.5,0,1979,0,0,NaN,3.8900951625347786
Iceland,AF,AF,NA,NA,NA,NA,NA,1983,11.7,0,1983,0,0,114,4.23700107145466
Iceland,AF,AF,NA,NA,NA,NA,NA,1987,15.9,0,1987,0,0,673,5.712262156951297
Iceland,AF,AF,NA,NA,NA,NA,NA,1991,15.5,0,1991,0,0,274,4.214289932217708
Iceland,AF,AF,NA,NA,NA,NA,NA,1995,11.4,0,1995,0,0,82,4.297833685977395
Iceland,BF,BF,NA,NA,NA,NA,NA,2013,8.2,0,2013,0,0,798,5.826546206756433
Iceland,BF,BF,NA,NA,NA,NA,NA,2016,7.2,0,2016,0,0,1008,6.076971746636854
Iceland,BF,BF,NA,NA,NA,NA,NA,2017,1.2,0,2017,0,1,NaN,6.761508088000163
Iceland,BF2,BF2,NA,NA,NA,NA,NA,2009,7.2,0,2009,0,0,36,4.5526560500948925
Iceland,BF3,BF3,NA,NA,NA,NA,NA,1987,10.9,0,1987,0,0,673,5.712262156951297
Iceland,BJ,BJ,NA,NA,NA,NA,NA,1983,7.3,0,1983,0,0,114,4.23700107145466
Iceland,BJ,BJ,NA,NA,NA,NA,NA,1987,0.2,0,1987,0,0,673,5.712262156951297
Iceland,F,F,NA,NA,NA,NA,NA,2016,3.5,0,2016,1,1,1008,6.076971746636854
Iceland,F,F,NA,NA,NA,NA,NA,2017,6.9,0,2017,0,0,NaN,6.761508088000163
Iceland,FF,FF,NA,NA,NA,NA,NA,1999,4.2,0,1999,0,0,592,3.5490253757459516
Iceland,FF,FF,NA,NA,NA,NA,NA,2003,7.4,0,2003,0,0,178,3.93211653412531
Iceland,FF,FF,NA,NA,NA,NA,NA,2007,7.3,0,2007,0,0,265,4.068508909151641
Iceland,FF,FF,NA,NA,NA,NA,NA,2009,2.2,0,2009,0,0,36,4.5526560500948925
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1946,23.1,0,1946,0,0,35,3.5931414118589577
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1949,24.5,0,1949,0,0,259,3.554923569143263
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1953,21.9,0,1953,0,0,88,4.164833490077582
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1956,15.6,0,1956,0,0,665,3.630109569799339
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1959,27.2,0,1959,0,0,NaN,3.4018792985784905
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1959.1,25.7,0,1959.1,0,0,NaN,3.6638253264278724
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1963,28.2,0,1963,0,0,379,3.370566862088009
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1967,28.1,0,1967,0,0,318,3.6327772700936185
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1971,25.3,0,1971,0,0,225,4.107791139325773
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1974,24.9,0,1974,0,0,637,3.4695237064588857
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1978,16.9,0,1978,0,0,275,4.207660613980636
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1979,24.9,0,1979,0,0,NaN,3.8900951625347786
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1983,18.5,0,1983,0,0,114,4.23700107145466
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1987,18.9,0,1987,0,0,673,5.712262156951297
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1991,18.9,0,1991,0,0,274,4.214289932217708
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1995,23.2,0,1995,0,0,82,4.297833685977395
Iceland,FSF,FSF,NA,NA,NA,NA,NA,1999,18.5,0,1999,0,0,592,3.5490253757459516
Iceland,FSF,FSF,NA,NA,NA,NA,NA,2003,17.7,0,2003,0,0,178,3.93211653412531
Iceland,FSF,FSF,NA,NA,NA,NA,NA,2007,11.7,0,2007,0,0,265,4.068508909151641
Iceland,FSF,FSF,NA,NA,NA,NA,NA,2009,14.8,0,2009,0,0,36,4.5526560500948925
Iceland,FSF,FSF,NA,NA,NA,NA,NA,2013,24.4,0,2013,0,0,798,5.826546206756433
Iceland,FSF,FSF,NA,NA,NA,NA,NA,2016,11.5,0,2016,0,0,1008,6.076971746636854
Iceland,FSF,FSF,NA,NA,NA,NA,NA,2017,10.7,0,2017,0,0,NaN,6.761508088000163
Iceland,M,M,NA,NA,NA,NA,NA,2017,10.9,0,2017,0,0,NaN,6.761508088000163
Iceland,P,P,NA,NA,NA,NA,NA,2013,5.1,0,2013,0,0,798,5.826546206756433
Iceland,P,P,NA,NA,NA,NA,NA,2016,14.5,0,2016,0,0,1008,6.076971746636854
Iceland,P,P,NA,NA,NA,NA,NA,2017,9.2,0,2017,0,0,NaN,6.761508088000163
Iceland,S,S,NA,NA,NA,NA,NA,1999,26.8,0,1999,0,0,592,3.5490253757459516
Iceland,S,S,NA,NA,NA,NA,NA,2003,31,0,2003,0,0,178,3.93211653412531
Iceland,S,S,NA,NA,NA,NA,NA,2007,26.8,0,2007,0,0,265,4.068508909151641
Iceland,S,S,NA,NA,NA,NA,NA,2009,29.8,0,2009,1,1,36,4.5526560500948925
Iceland,S,S,NA,NA,NA,NA,NA,2013,12.9,0,2013,1,1,798,5.826546206756433
Iceland,S,S,NA,NA,NA,NA,NA,2016,5.7,0,2016,0,0,1008,6.076971746636854
Iceland,S,S,NA,NA,NA,NA,NA,2017,12.1,0,2017,0,0,NaN,6.761508088000163
Iceland,SFVM,SFVM,NA,NA,NA,NA,NA,1971,8.9,0,1971,0,0,225,4.107791139325773
Iceland,SFVM,SFVM,NA,NA,NA,NA,NA,1974,4.6,0,1974,0,1,637,3.4695237064588857
Iceland,SFVM,SFVM,NA,NA,NA,NA,NA,1978,3.3,0,1978,0,0,275,4.207660613980636
Iceland,SK,SK,NA,NA,NA,NA,NA,1983,5.5,0,1983,0,0,114,4.23700107145466
Iceland,SK,SK,NA,NA,NA,NA,NA,1987,10.1,0,1987,0,0,673,5.712262156951297
Iceland,SK,SK,NA,NA,NA,NA,NA,1991,8.3,0,1991,0,0,274,4.214289932217708
Iceland,SK,SK,NA,NA,NA,NA,NA,1995,4.9,0,1995,0,0,82,4.297833685977395
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1946,39.4,0,1946,1,1,35,3.5931414118589577
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1949,39.5,0,1949,0,1,259,3.554923569143263
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1953,37.1,0,1953,0,1,88,4.164833490077582
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1956,42.4,0,1956,1,1,665,3.630109569799339
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1959,42.5,0,1959,0,0,NaN,3.4018792985784905
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1959.1,39.7,0,1959.1,0,0,NaN,3.6638253264278724
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1963,41.4,0,1963,1,1,379,3.370566862088009
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1967,37.5,0,1967,1,1,318,3.6327772700936185
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1971,36.2,0,1971,1,1,225,4.107791139325773
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1974,42.7,0,1974,0,0,637,3.4695237064588857
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1978,32.7,0,1978,1,1,275,4.207660613980636
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1979,35.4,0,1979,0,0,NaN,3.8900951625347786
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1983,38.7,0,1983,1,1,114,4.23700107145466
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1987,27.2,0,1987,0,1,673,5.712262156951297
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1991,38.6,0,1991,0,0,274,4.214289932217708
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1995,37.1,0,1995,1,1,82,4.297833685977395
Iceland,SSF,SSF,NA,NA,NA,NA,NA,1999,40.7,0,1999,1,1,592,3.5490253757459516
Iceland,SSF,SSF,NA,NA,NA,NA,NA,2003,33.7,0,2003,1,1,178,3.93211653412531
Iceland,SSF,SSF,NA,NA,NA,NA,NA,2007,36.6,0,2007,1,1,265,4.068508909151641
Iceland,SSF,SSF,NA,NA,NA,NA,NA,2009,23.7,0,2009,0,0,36,4.5526560500948925
Iceland,SSF,SSF,NA,NA,NA,NA,NA,2013,26.7,0,2013,0,0,798,5.826546206756433
Iceland,SSF,SSF,NA,NA,NA,NA,NA,2016,29,0,2016,0,1,1008,6.076971746636854
Iceland,SSF,SSF,NA,NA,NA,NA,NA,2017,25.2,0,2017,0,0,NaN,6.761508088000163
Iceland,TV,TV,NA,NA,NA,NA,NA,1995,7.2,0,1995,0,0,82,4.297833685977395
Iceland,VG,VG,NA,NA,NA,NA,NA,1999,9.1,0,1999,0,0,592,3.5490253757459516
Iceland,VG,VG,NA,NA,NA,NA,NA,2003,8.8,0,2003,0,0,178,3.93211653412531
Iceland,VG,VG,NA,NA,NA,NA,NA,2007,14.3,0,2007,0,0,265,4.068508909151641
Iceland,VG,VG,NA,NA,NA,NA,NA,2009,21.7,0,2009,0,1,36,4.5526560500948925
Iceland,VG,VG,NA,NA,NA,NA,NA,2013,10.9,0,2013,0,1,798,5.826546206756433
Iceland,VG,VG,NA,NA,NA,NA,NA,2016,15.9,0,2016,0,0,1008,6.076971746636854
Iceland,VG,VG,NA,NA,NA,NA,NA,2017,16.9,0,2017,0,0,NaN,6.761508088000163
Iceland,VIÐREISN,VIÐREISN,NA,NA,NA,NA,NA,2016,10.5,0,2016,0,0,1008,6.076971746636854
Iceland,VIÐREISN,VIÐREISN,NA,NA,NA,NA,NA,2017,6.7,0,2017,0,0,NaN,6.761508088000163
Ireland,AAA-PBP (SP-PBP),AAA-PBP,SP-PBP,NA,NA,NA,NA,2011,2.2,0,2011,0,0,698,4.745104727061847
Ireland,AAA-PBP (SP-PBP),AAA-PBP,SP-PBP,NA,NA,NA,NA,2016,3.9,1,2016,0,0,1002,6.568637177340294
Ireland,CnaP,CnaP,NA,NA,NA,NA,NA,1948,13.2,0,1948,0,0,60,4.067011091958071
Ireland,CnaP,CnaP,NA,NA,NA,NA,NA,1951,4.1,0,1951,0,1,515,3.3577088573590865
Ireland,CnaP,CnaP,NA,NA,NA,NA,NA,1954,3.1,0,1954,0,0,584,3.248541024949511
Ireland,CnaP,CnaP,NA,NA,NA,NA,NA,1957,1.7,0,1957,0,0,469,3.158958749174438
Ireland,CnaP,CnaP,NA,NA,NA,NA,NA,1961,1.1,0,1961,0,0,413,3.2322079489619484
Ireland,CnaP,CnaP,NA,NA,NA,NA,NA,1965,0.8,0,1965,0,0,323,2.7198304113576124
Ireland,CnaT,CnaT,NA,NA,NA,NA,NA,1948,5.6,0,1948,0,0,60,4.067011091958071
Ireland,CnaT,CnaT,NA,NA,NA,NA,NA,1951,2.9,0,1951,0,1,515,3.3577088573590865
Ireland,CnaT,CnaT,NA,NA,NA,NA,NA,1954,3.8,0,1954,0,0,584,3.248541024949511
Ireland,CnaT,CnaT,NA,NA,NA,NA,NA,1957,2.4,0,1957,0,1,469,3.158958749174438
Ireland,CnaT,CnaT,NA,NA,NA,NA,NA,1961,1.5,0,1961,0,0,413,3.2322079489619484
Ireland,FF,FF,NA,NA,NA,NA,NA,1948,41.9,0,1948,1,1,60,4.067011091958071
Ireland,FF,FF,NA,NA,NA,NA,NA,1951,46.3,0,1951,0,0,515,3.3577088573590865
Ireland,FF,FF,NA,NA,NA,NA,NA,1954,43.4,0,1954,1,1,584,3.248541024949511
Ireland,FF,FF,NA,NA,NA,NA,NA,1957,48.3,0,1957,0,0,469,3.158958749174438
Ireland,FF,FF,NA,NA,NA,NA,NA,1961,43.8,0,1961,1,1,413,3.2322079489619484
Ireland,FF,FF,NA,NA,NA,NA,NA,1965,47.7,0,1965,1,1,323,2.7198304113576124
Ireland,FF,FF,NA,NA,NA,NA,NA,1969,45.7,0,1969,1,1,641,2.8205461848728914
Ireland,FF,FF,NA,NA,NA,NA,NA,1973,46.2,0,1973,1,1,283,2.8109677274365206
Ireland,FF,FF,NA,NA,NA,NA,NA,1977,50.6,0,1977,0,0,6,2.7526872149691153
Ireland,FF,FF,NA,NA,NA,NA,NA,1981,45.3,0,1981,1,1,47,2.864639221517799
Ireland,FF,FF,NA,NA,NA,NA,NA,1982I,47.3,0,1982,0,0,228,2.6887651650707443
Ireland,FF,FF,NA,NA,NA,NA,NA,1982II,45.2,0,1982.1,1,1,307,2.7150818622145216
Ireland,FF,FF,NA,NA,NA,NA,NA,1987,44.1,0,1987,0,0,43,3.4696711927636006
Ireland,FF,FF,NA,NA,NA,NA,NA,1989,44.1,0,1989,1,1,590,3.3858404439324
Ireland,FF,FF,NA,NA,NA,NA,NA,1992,39.1,0,1992,1,1,359,3.952225402552088
Ireland,FF,FF,NA,NA,NA,NA,NA,1997,39.3,0,1997,0,0,316,4.0608865911985985
Ireland,FF,FF,NA,NA,NA,NA,NA,2002,41.5,0,2002,1,1,408,4.158213148005741
Ireland,FF,FF,NA,NA,NA,NA,NA,2007,41.6,0,2007,1,1,190,3.796623211082895
Ireland,FF,FF,NA,NA,NA,NA,NA,2011,17.5,0,2011,1,1,698,4.745104727061847
Ireland,FF,FF,NA,NA,NA,NA,NA,2016,24.3,0,2016,0,0,1002,6.568637177340294
Ireland,FG,FG,NA,NA,NA,NA,NA,1948,19.8,0,1948,0,0,60,4.067011091958071
Ireland,FG,FG,NA,NA,NA,NA,NA,1951,25.8,0,1951,1,1,515,3.3577088573590865
Ireland,FG,FG,NA,NA,NA,NA,NA,1954,32,0,1954,0,0,584,3.248541024949511
Ireland,FG,FG,NA,NA,NA,NA,NA,1957,26.6,0,1957,1,1,469,3.158958749174438
Ireland,FG,FG,NA,NA,NA,NA,NA,1961,32,0,1961,0,0,413,3.2322079489619484
Ireland,FG,FG,NA,NA,NA,NA,NA,1965,34.1,0,1965,0,0,323,2.7198304113576124
Ireland,FG,FG,NA,NA,NA,NA,NA,1969,34.1,0,1969,0,0,641,2.8205461848728914
Ireland,FG,FG,NA,NA,NA,NA,NA,1973,35.1,0,1973,0,0,283,2.8109677274365206
Ireland,FG,FG,NA,NA,NA,NA,NA,1977,30.5,0,1977,1,1,6,2.7526872149691153
Ireland,FG,FG,NA,NA,NA,NA,NA,1981,36.5,0,1981,0,0,47,2.864639221517799
Ireland,FG,FG,NA,NA,NA,NA,NA,1982I,37.3,0,1982,1,1,228,2.6887651650707443
Ireland,FG,FG,NA,NA,NA,NA,NA,1982II,39.2,0,1982.1,0,0,307,2.7150818622145216
Ireland,FG,FG,NA,NA,NA,NA,NA,1987,27.1,0,1987,1,1,43,3.4696711927636006
Ireland,FG,FG,NA,NA,NA,NA,NA,1989,29.3,0,1989,0,0,590,3.3858404439324
Ireland,FG,FG,NA,NA,NA,NA,NA,1992,24.5,0,1992,0,0,359,3.952225402552088
Ireland,FG,FG,NA,NA,NA,NA,NA,1997,27.9,0,1997,1,1,316,4.0608865911985985
Ireland,FG,FG,NA,NA,NA,NA,NA,2002,22.5,0,2002,0,0,408,4.158213148005741
Ireland,FG,FG,NA,NA,NA,NA,NA,2007,27.3,0,2007,0,0,190,3.796623211082895
Ireland,FG,FG,NA,NA,NA,NA,NA,2011,36.1,0,2011,0,0,698,4.745104727061847
Ireland,FG,FG,NA,NA,NA,NA,NA,2016,25.5,0,2016,1,1,1002,6.568637177340294
Ireland,GP,GP,NA,NA,NA,NA,NA,2011,1.8,0,2011,0,1,698,4.745104727061847
Ireland,GP,GP,NA,NA,NA,NA,NA,2016,2.7,0,2016,0,0,1002,6.568637177340294
Ireland,I4C,I4C,NA,NA,NA,NA,NA,2016,1.5,0,2016,0,0,1002,6.568637177340294
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1948,8.7,0,1948,0,0,60,4.067011091958071
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1951,11.4,0,1951,0,1,515,3.3577088573590865
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1954,12.1,0,1954,0,0,584,3.248541024949511
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1957,9.1,0,1957,0,1,469,3.158958749174438
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1961,11.6,0,1961,0,0,413,3.2322079489619484
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1965,15.4,0,1965,0,0,323,2.7198304113576124
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1969,17,0,1969,0,0,641,2.8205461848728914
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1973,13.7,0,1973,0,0,283,2.8109677274365206
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1977,11.6,0,1977,0,1,6,2.7526872149691153
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1981,9.9,0,1981,0,0,47,2.864639221517799
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1982I,9.1,0,1982,0,1,228,2.6887651650707443
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1982II,9.4,0,1982.1,0,0,307,2.7150818622145216
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1987,6.4,0,1987,0,1,43,3.4696711927636006
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1989,9.5,0,1989,0,0,590,3.3858404439324
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1992,19.3,0,1992,0,0,359,3.952225402552088
Ireland,LAB,LAB,NA,NA,NA,NA,NA,1997,10.4,0,1997,0,1,316,4.0608865911985985
Ireland,LAB,LAB,NA,NA,NA,NA,NA,2002,10.8,0,2002,0,0,408,4.158213148005741
Ireland,LAB,LAB,NA,NA,NA,NA,NA,2007,10.1,0,2007,0,0,190,3.796623211082895
Ireland,LAB,LAB,NA,NA,NA,NA,NA,2011,19.5,0,2011,0,0,698,4.745104727061847
Ireland,LAB,LAB,NA,NA,NA,NA,NA,2016,6.6,0,2016,0,1,1002,6.568637177340294
Ireland,PD,PD,NA,NA,NA,NA,NA,1987,11.8,0,1987,0,0,43,3.4696711927636006
Ireland,PD,PD,NA,NA,NA,NA,NA,1989,5.5,0,1989,0,0,590,3.3858404439324
Ireland,PD,PD,NA,NA,NA,NA,NA,1992,4.7,0,1992,0,1,359,3.952225402552088
Ireland,PD,PD,NA,NA,NA,NA,NA,1997,4.7,0,1997,0,0,316,4.0608865911985985
Ireland,PD,PD,NA,NA,NA,NA,NA,2002,4,0,2002,0,1,408,4.158213148005741
Ireland,PD,PD,NA,NA,NA,NA,NA,2007,2.7,0,2007,0,1,190,3.796623211082895
Ireland,SD,SD,NA,NA,NA,NA,NA,2016,3,0,2016,0,0,1002,6.568637177340294
Ireland,SF,SF,NA,NA,NA,NA,NA,1954,0.1,0,1954,0,0,584,3.248541024949511
Ireland,SF,SF,NA,NA,NA,NA,NA,1957,5.3,0,1957,0,0,469,3.158958749174438
Ireland,SF,SF,NA,NA,NA,NA,NA,1961,3.1,0,1961,0,0,413,3.2322079489619484
Ireland,SF,SF,NA,NA,NA,NA,NA,1965,0,0,1965,0,0,323,2.7198304113576124
Ireland,SF,SF,NA,NA,NA,NA,NA,1969,0,0,1969,0,0,641,2.8205461848728914
Ireland,SF,SF,NA,NA,NA,NA,NA,1973,0,0,1973,0,0,283,2.8109677274365206
Ireland,SF,SF,NA,NA,NA,NA,NA,1977,0,0,1977,0,0,6,2.7526872149691153
Ireland,SF,SF,NA,NA,NA,NA,NA,1981,0,0,1981,0,0,47,2.864639221517799
Ireland,SF,SF,NA,NA,NA,NA,NA,1982I,1,0,1982,0,0,228,2.6887651650707443
Ireland,SF,SF,NA,NA,NA,NA,NA,1982II,0,0,1982.1,0,0,307,2.7150818622145216
Ireland,SF,SF,NA,NA,NA,NA,NA,1987,1.9,0,1987,0,0,43,3.4696711927636006
Ireland,SF,SF,NA,NA,NA,NA,NA,1989,1.2,0,1989,0,0,590,3.3858404439324
Ireland,SF,SF,NA,NA,NA,NA,NA,1992,1.6,0,1992,0,0,359,3.952225402552088
Ireland,SF,SF,NA,NA,NA,NA,NA,1997,2.5,0,1997,0,0,316,4.0608865911985985
Ireland,SF,SF,NA,NA,NA,NA,NA,2002,6.5,0,2002,0,0,408,4.158213148005741
Ireland,SF,SF,NA,NA,NA,NA,NA,2007,6.9,0,2007,0,0,190,3.796623211082895
Ireland,SF,SF,NA,NA,NA,NA,NA,2011,9.9,0,2011,0,0,698,4.745104727061847
Ireland,SF,SF,NA,NA,NA,NA,NA,2016,13.8,0,2016,0,0,1002,6.568637177340294
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1973,1.1,0,1973,0,0,283,2.8109677274365206
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1977,1.7,1,1977,0,0,6,2.7526872149691153
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1981,1.7,0,1981,0,0,47,2.864639221517799
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1982I,2.3,0,1982,0,0,228,2.6887651650707443
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1982II,3.3,0,1982.1,0,0,307,2.7150818622145216
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1987,3.8,1,1987,0,0,43,3.4696711927636006
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1989,5,0,1989,0,0,590,3.3858404439324
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1992,0.7,0,1992,0,0,359,3.952225402552088
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,1997,0.4,0,1997,0,0,316,4.0608865911985985
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,2002,0.2,0,2002,0,0,408,4.158213148005741
Ireland,"WP (OSF, SFWP)",WP,OSF,SFWP,NA,NA,NA,2007,0.2,0,2007,0,0,190,3.796623211082895
Italy,AN,AN,NA,NA,NA,NA,NA,1994,13.5,0,1994,0,0,146,7.734689568207863
Italy,AN,AN,NA,NA,NA,NA,NA,1996,15.7,0,1996,0,0,NaN,7.1229357998031455
Italy,AN,AN,NA,NA,NA,NA,NA,2001,12,0,2001,0,0,498,6.374001779090861
Italy,AN,AN,NA,NA,NA,NA,NA,2006,12.3,0,2006,0,1,107,5.468469379068617
Italy,CD,CD,NA,NA,NA,NA,NA,2013,0.5,0,2013,0,0,NaN,5.328872517490387
Italy,DC,DC,NA,NA,NA,NA,NA,1946,35.2,0,1946,0,0,NaN,4.6769421757894705
Italy,DC,DC,NA,NA,NA,NA,NA,1948,48.5,0,1948,1,1,467,2.942484627053206
Italy,DC,DC,NA,NA,NA,NA,NA,1953,40.1,0,1953,1,1,642,4.170440821356799
Italy,DC,DC,NA,NA,NA,NA,NA,1958,42.4,0,1958,1,1,507,3.8514578152239167
Italy,DC,DC,NA,NA,NA,NA,NA,1963,38.3,0,1963,1,1,380,4.140212941035524
Italy,DC,DC,NA,NA,NA,NA,NA,1968,39.1,0,1968,1,1,261,3.958704100668232
Italy,DC,DC,NA,NA,NA,NA,NA,1972,38.7,0,1972,1,1,65,4.072712084606824
Italy,DC,DC,NA,NA,NA,NA,NA,1976,38.7,0,1976,1,1,502,3.526729445264226
Italy,DC,DC,NA,NA,NA,NA,NA,1979,38.3,0,1979,1,1,604,3.9225914441315872
Italy,DC,DC,NA,NA,NA,NA,NA,1983,32.9,0,1983,1,1,617,4.517099919298357
Italy,DC,DC,NA,NA,NA,NA,NA,1987,34.3,0,1987,1,1,17,4.645691099940731
Italy,DC,DC,NA,NA,NA,NA,NA,1992,29.7,0,1992,1,1,605,6.615226080107017
Italy,"DL (PRODI, PPI)",DL,PRODI,PPI,NA,NA,NA,1994,11.1,0,1994,0,0,146,7.734689568207863
Italy,"DL (PRODI, PPI)",DL,PRODI,PPI,NA,NA,NA,1996,6.8,1,1996,0,0,NaN,7.1229357998031455
Italy,"DL (PRODI, PPI)",DL,PRODI,PPI,NA,NA,NA,2001,14.5,1,2001,0,1,498,6.374001779090861
Italy,FDI-AN (FDI),FDI-AN,FDI,NA,NA,NA,NA,2013,2,0,2013,0,0,NaN,5.328872517490387
Italy,FI (PDL),FI,PDL,NA,NA,NA,NA,1994,21,0,1994,0,0,146,7.734689568207863
Italy,FI (PDL),FI,PDL,NA,NA,NA,NA,1996,20.6,0,1996,0,0,NaN,7.1229357998031455
Italy,FI (PDL),FI,PDL,NA,NA,NA,NA,2001,29.4,0,2001,0,0,498,6.374001779090861
Italy,FI (PDL),FI,PDL,NA,NA,NA,NA,2006,23.7,0,2006,1,1,107,5.468469379068617
Italy,FI (PDL),FI,PDL,NA,NA,NA,NA,2008,37.4,1,2008,0,0,111,3.7981087086550653
Italy,FI (PDL),FI,PDL,NA,NA,NA,NA,2013,21.6,1,2013,0,0,NaN,5.328872517490387
Italy,IDV (RC),IDV,RC,NA,NA,NA,NA,2008,4.4,0,2008,0,1,111,3.7981087086550653
Italy,IDV (RC),IDV,RC,NA,NA,NA,NA,2013,2.2,1,2013,0,0,NaN,5.328872517490387
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,1987,0.5,0,1987,0,0,17,4.645691099940731
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,1992,8.7,1,1992,0,0,605,6.615226080107017
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,1994,8.4,0,1994,0,0,146,7.734689568207863
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,1996,10.1,0,1996,0,0,NaN,7.1229357998031455
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,2001,3.9,0,2001,0,0,498,6.374001779090861
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,2006,4.6,1,2006,0,1,107,5.468469379068617
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,2008,8.3,1,2008,0,0,111,3.7981087086550653
Italy,"LN (LL, LN-MPA)",LN,LL,LN-MPA,NA,NA,NA,2013,4.1,0,2013,0,0,NaN,5.328872517490387
Italy,M5S,M5S,NA,NA,NA,NA,NA,2013,25.6,0,2013,0,0,NaN,5.328872517490387
Italy,MPA (GS-MPA),MPA,GS-MPA,NA,NA,NA,NA,2008,1.1,0,2008,0,0,111,3.7981087086550653
Italy,MPA (GS-MPA),MPA,GS-MPA,NA,NA,NA,NA,2013,0.4,1,2013,0,0,NaN,5.328872517490387
Italy,MSI-DN (LL),MSI-DN,LL,NA,NA,NA,NA,1948,2,0,1948,0,0,467,2.942484627053206
Italy,MSI-DN (LL),MSI-DN,LL,NA,NA,NA,NA,1953,5.8,0,1953,0,0,642,4.170440821356799
